uid,sid
4326,218
660,13
660,219
660,220
660,46
660,149
660,35
660,179
660,55
660,221
660,51
660,222
660,223
660,12
660,5
660,224
660,225
660,226
660,50
660,227
660,11
660,228
660,14
660,229
660,181
660,29
660,37
660,230
660,231
660,25
660,96
660,97
660,232
660,172
660,39
660,233
660,173
660,64
660,234
660,177
660,235
660,236
660,237
660,238
660,239
660,240
660,241
660,88
660,242
660,243
660,185
660,1
660,244
660,245
660,246
660,247
660,201
660,248
660,249
660,80
660,100
660,250
660,87
660,251
660,103
660,186
660,198
660,202
660,252
660,41
1073,253
1073,46
1073,254
1073,219
1073,255
1073,256
1073,30
1073,100
1073,257
1073,111
1073,258
1073,259
1073,260
1073,261
1073,107
1073,262
1073,161
1073,5
1073,263
1073,25
1073,221
1073,10
1073,264
1073,45
1073,265
1073,266
1073,267
1073,47
1073,120
1073,2
1073,29
1073,268
1073,144
1073,135
1073,269
1073,270
1073,60
1073,36
1073,271
1073,27
1073,272
1073,273
1073,274
1073,275
1073,19
1073,276
1073,95
1073,277
1073,278
1073,279
1073,54
1073,71
1073,233
1073,195
1073,116
1073,201
1073,21
1073,280
1073,281
1073,282
1073,283
1073,155
1073,59
1073,284
1073,285
1073,286
1073,37
1073,287
1073,288
1073,39
1073,223
1073,289
1073,290
1073,75
1073,291
1073,292
1073,293
1073,94
1073,294
1073,295
1073,296
1073,297
1073,298
1073,176
1073,32
1073,299
1073,300
1073,301
1073,6
1073,108
1073,302
1073,68
1073,303
1073,125
1073,304
1073,88
1073,305
1073,306
1073,307
1073,308
1073,309
1073,310
1073,202
1073,311
1073,312
1073,313
1073,314
1073,315
1073,316
1073,250
1073,317
1073,318
1073,319
1073,320
1073,321
1073,249
1073,322
1073,323
1073,324
1073,41
1073,65
1073,325
1073,80
1073,326
1073,327
1073,328
1073,329
1073,330
1073,331
1073,332
1073,333
1073,334
1073,335
1073,336
1073,337
1073,338
1073,127
1073,20
1073,339
1073,138
1073,340
1073,341
1073,126
1073,342
1073,343
1073,344
1073,345
1073,346
1073,347
1073,348
1073,349
1073,238
1073,350
1073,351
1073,352
1073,353
1073,354
1073,355
1073,356
1073,357
1073,358
1073,359
1073,360
1073,361
1073,362
1073,210
1073,363
1073,364
1073,365
1073,366
1073,367
1073,368
1073,204
1073,369
1073,370
1073,371
1073,372
1073,373
1073,374
1073,375
1073,90
1073,376
1073,377
1073,378
1073,379
1073,380
1073,381
1073,382
1073,16
1073,383
1073,384
1073,158
1073,385
1073,386
1073,387
1073,388
1073,389
1073,390
1073,109
1073,391
1073,392
1073,393
1073,394
1073,395
1073,396
1073,397
1073,398
1073,399
1073,400
1073,401
1073,402
1073,403
1073,404
1073,405
1073,44
1073,406
1073,407
1073,408
1073,409
1073,410
1073,411
1073,412
1073,413
1073,414
1073,415
1073,416
1073,417
1073,418
1073,419
1073,173
1073,119
1073,93
1073,420
1073,421
1073,422
1073,423
1073,424
1073,425
1073,426
1073,427
1073,428
1073,429
1073,430
1073,8
1073,96
1073,22
1073,66
1073,431
1073,242
1073,432
1073,433
1073,434
1073,435
1073,436
1073,437
1073,438
1073,439
1073,440
1073,441
1073,442
1073,443
1073,444
1073,445
1073,446
1073,23
1073,447
1073,448
1073,449
1073,450
1073,451
1073,452
1073,453
1073,131
1073,230
1073,73
1073,227
1073,454
1073,49
1073,50
1073,228
1073,33
1073,455
1073,13
1073,456
1073,457
1073,143
1073,458
1073,17
1073,459
1073,460
1073,461
1073,35
1073,3
1073,462
1073,463
1073,464
1073,465
1073,466
1073,467
1073,468
1073,469
1073,38
1073,181
1073,470
1073,471
3651,288
3651,201
3651,472
3651,473
3651,170
3651,39
3651,474
3651,475
3651,432
3651,476
3651,477
3651,478
3651,479
2362,480
2362,481
2362,482
2362,9
2362,2
2362,483
2362,46
2362,151
2362,76
2362,484
2362,485
2362,219
2362,486
2362,224
2362,487
2362,488
2362,489
2362,265
2362,490
2362,491
2362,492
2362,493
2362,494
2362,35
2362,228
2362,495
2362,50
2362,55
2362,14
2362,222
2362,496
2362,497
2362,218
2362,60
2362,179
2362,180
2362,181
2362,29
2362,96
2362,232
2362,95
2362,93
2362,51
2362,25
2362,99
2362,307
2362,80
2362,39
2362,498
2362,87
2362,499
2362,500
2362,239
2362,38
2362,102
2362,501
2362,173
2362,245
2362,502
2362,59
2362,503
2362,238
2362,97
2362,504
2362,94
2362,505
2362,64
2362,506
2362,507
2362,100
2362,194
2362,508
2362,509
2362,510
2362,241
2362,511
2362,104
2362,512
2362,251
2362,513
2362,164
2362,317
2362,101
2362,159
2362,514
2362,515
2362,516
2362,144
2362,8
2362,66
2362,517
2362,434
2362,518
2362,519
2362,217
2362,520
2362,457
2362,143
2362,436
2362,521
2362,71
2362,522
2362,269
2362,523
2362,524
2362,296
2362,525
2362,152
2362,249
2362,526
2362,431
2362,242
2362,527
2362,294
2362,528
2362,529
2362,202
2362,530
2362,322
2362,531
2362,532
2362,533
2362,534
2362,535
2362,297
2362,536
2362,537
2362,538
2362,433
2362,440
2362,539
2362,337
2362,435
2362,432
2362,449
2362,540
2362,541
2362,542
2362,438
2362,543
2362,544
2362,545
2362,546
2362,372
2362,547
2362,439
2362,395
2362,548
2362,451
2362,549
2362,155
2362,342
2362,259
2362,333
2362,550
2362,361
2362,447
2362,551
2362,552
2362,553
2362,554
2362,321
2362,555
2362,556
2362,557
2362,558
2362,229
2545,405
2545,559
2545,426
2545,446
2545,8
2545,449
2545,22
2545,23
2545,447
2545,445
2545,348
2545,462
2545,291
2545,278
2545,388
2545,560
2545,319
2545,561
2545,562
2545,450
2545,347
2545,452
2545,14
2545,60
2545,45
2545,66
2545,563
2545,564
2545,140
2545,139
2545,120
2545,434
2545,565
2545,95
2545,141
2545,46
2545,523
2545,76
2545,143
2545,280
2545,307
2545,224
2545,566
2545,567
2545,147
2545,269
2545,306
2545,568
2545,165
2545,313
2545,569
2545,570
2545,155
2545,101
2545,127
2545,104
2545,571
2545,572
2545,121
2545,107
2545,573
2545,574
2545,575
2545,448
2545,451
2545,543
2545,365
2545,414
2545,109
2545,171
2545,115
2545,576
2545,229
2545,577
2545,217
2545,72
2545,10
2545,119
2545,80
2545,578
2545,579
2545,432
2545,580
2545,551
2545,581
2545,582
2545,583
2545,584
2545,37
2545,585
2545,335
2545,289
2545,39
2545,36
2545,219
2545,295
2545,326
2545,32
2545,345
2545,38
2545,586
2545,468
2545,256
2545,218
2545,478
2545,354
2545,20
2545,3
2545,456
2545,587
2545,41
2545,31
2545,138
2545,341
2545,43
2545,588
2545,589
2545,590
2545,367
2545,591
2545,592
2545,44
2545,593
2545,19
2545,498
2545,594
2545,595
2545,596
2545,28
2545,597
2545,598
2545,599
2545,600
2545,601
2545,222
2545,264
2545,180
2545,235
2545,231
2545,515
2545,602
2545,85
2545,603
2545,604
2545,605
2545,320
2545,58
2545,35
2545,9
2545,51
2545,7
2545,195
2545,187
2545,606
2545,68
2545,607
2545,277
2545,174
2545,608
2545,26
2545,201
2545,112
2545,609
2545,236
2545,18
2545,176
2545,199
2545,610
2545,243
2545,87
2545,611
2545,612
2545,481
2545,613
2545,73
2545,88
2545,65
2545,429
2545,614
2545,615
2545,177
2545,616
2545,281
2545,617
2545,1
2545,618
2545,619
2545,620
2545,298
2545,621
2545,622
2545,623
2545,624
2545,625
3032,543
3032,46
3032,626
3032,627
3032,485
3032,628
3057,66
3057,160
3057,144
3057,76
3057,629
3057,131
3057,51
3057,133
3057,275
3057,270
3057,630
3057,27
3057,233
3057,631
3057,585
3057,256
3057,553
3057,577
3057,632
3057,633
3057,592
3057,50
3057,634
3057,49
3057,11
3057,63
3057,60
3057,241
3057,72
3057,635
3057,636
3057,294
3057,192
3057,176
3057,436
3057,186
3057,637
3057,509
3057,231
3057,434
3057,25
3057,143
3057,638
3057,146
3057,234
3057,639
3057,249
3057,158
3057,368
3057,640
3057,641
3057,642
3057,643
3057,644
3057,645
3057,646
3057,319
3057,237
3057,647
3057,2
3057,30
3057,274
3057,648
3057,649
3057,329
3057,650
3057,351
3057,552
3057,416
3057,173
3057,651
3057,652
3057,653
3057,356
3057,239
3057,654
3057,353
3057,108
3057,98
3057,655
3057,656
3057,657
3057,269
3057,658
3057,659
3057,660
3057,661
3057,662
3057,663
3057,242
3057,95
3057,152
3057,375
3057,664
3057,665
3057,666
3057,515
3057,667
3057,668
3057,669
3057,670
3057,165
3057,124
3057,671
3057,348
3057,388
3057,448
3057,431
3057,672
3057,45
3057,120
3057,673
3057,372
3057,525
3057,674
3057,342
3057,675
3057,162
3057,676
1304,677
1304,55
1304,51
1304,627
1304,678
1304,76
1304,679
1304,306
1304,595
1304,224
1304,680
1304,259
1304,107
1304,641
1304,681
1304,22
1304,446
1304,8
1304,329
1304,23
1304,437
1304,291
1304,385
1304,222
1304,149
1304,180
1304,11
1304,634
1304,682
1304,683
1304,12
1304,264
1304,163
1304,69
1304,231
1304,496
1304,684
1304,685
1304,686
1304,687
1304,549
1304,235
1304,280
1304,515
1304,647
1304,230
1304,37
1304,228
1304,457
1304,95
1304,66
1304,143
1304,71
1304,152
1304,265
1304,529
1304,100
1304,297
1304,688
1304,509
1304,525
1304,527
1304,269
1304,431
1304,535
1304,436
1304,155
1304,104
1304,539
1304,542
1304,538
1304,553
1304,439
1304,433
1304,533
1304,158
1304,440
1304,530
1304,689
1304,337
1304,690
1304,602
1304,560
1304,691
1304,361
1304,342
1304,692
1304,693
1304,556
1304,441
1304,694
1304,674
1304,346
1304,407
1304,695
1304,696
1304,275
1304,173
1304,500
1304,454
1304,697
1304,698
1304,356
1304,699
1304,652
1304,651
1304,429
1304,700
1304,423
1304,701
1304,25
1304,146
1304,702
1304,664
1304,703
1304,166
1304,704
1304,186
1304,705
1304,486
1304,706
1304,636
1304,263
1304,707
1304,708
1304,656
1304,709
1304,710
1304,330
455,711
455,45
455,560
455,14
455,239
455,708
455,274
455,76
455,489
455,712
455,713
455,225
455,150
455,714
455,715
455,12
455,29
455,577
455,224
455,8
455,66
455,46
455,2
455,435
455,249
455,202
455,100
455,350
455,361
455,337
455,433
455,440
455,346
455,155
455,158
455,554
455,342
455,120
455,640
455,375
455,716
455,59
455,102
455,21
455,181
455,717
455,718
455,233
455,719
455,177
455,353
455,485
2904,720
2904,721
2904,100
2904,50
2904,51
2904,181
2904,251
2904,198
2904,87
2904,722
2904,723
2904,94
2904,253
2904,724
2904,201
2904,725
2904,317
2904,512
2904,726
2904,727
2904,728
2904,729
2904,642
2904,730
2904,396
2904,716
2904,223
2904,178
2904,173
2904,731
2904,344
2904,138
2904,166
2904,732
2904,733
2904,734
2904,735
2904,736
2904,737
2904,738
2904,739
2904,740
2904,741
2904,133
2904,72
2904,112
2904,637
2904,742
2904,743
2904,332
2904,342
2904,386
2904,383
2904,744
2904,719
2904,612
2904,745
2904,143
2904,199
2904,303
2904,152
2904,616
2904,746
2904,554
2904,747
2904,402
2904,748
2904,749
2904,750
2904,751
2904,13
2904,752
2904,753
2904,255
2904,754
2904,755
2904,756
2904,757
2904,758
2904,759
2904,760
2904,282
2904,761
2904,762
2904,763
2904,764
2904,692
2904,765
2904,290
2904,426
2904,510
2904,530
2904,766
2904,186
2904,767
2904,699
2904,768
2904,769
2904,770
2904,771
2904,772
2904,73
248,634
248,245
248,773
248,774
248,775
248,51
248,306
248,776
248,256
248,265
248,229
248,777
248,490
248,778
248,683
248,779
248,702
248,780
248,781
248,782
248,783
248,52
248,784
248,676
248,500
248,453
248,785
248,131
248,786
248,787
248,275
248,788
248,133
248,419
248,273
248,266
248,22
248,329
248,8
248,446
248,789
248,790
248,791
248,220
248,162
248,792
248,7
248,323
248,50
248,279
248,263
248,793
248,794
248,45
838,667
838,795
838,142
838,8
838,634
838,536
838,50
838,49
838,222
838,796
838,263
838,794
838,146
838,144
838,45
838,296
838,139
838,143
838,134
838,24
838,797
838,95
838,636
838,66
838,60
838,338
838,798
838,799
838,74
838,800
838,152
838,322
838,145
838,525
838,150
838,715
838,171
838,100
838,801
838,709
838,573
838,802
838,568
838,533
838,803
838,553
838,127
838,804
838,566
838,805
838,124
838,569
285,806
285,22
285,807
285,50
285,174
285,35
285,14
285,55
285,51
285,808
285,229
285,222
285,809
285,25
285,275
285,96
285,187
285,173
285,95
285,810
285,811
285,812
1326,142
1326,813
1326,814
1326,46
1326,815
1326,100
1326,107
1326,258
1326,776
1326,440
1326,259
1326,260
1326,816
1326,264
1326,2
1326,817
1326,818
1326,274
1326,119
1326,223
1326,27
1326,173
1326,784
1326,266
1326,134
1326,819
1326,280
1326,446
1326,676
1326,72
1326,788
1326,593
1326,820
1326,267
1326,295
1326,821
1326,39
1326,94
1326,822
1326,329
1326,823
1326,155
1326,424
1326,288
1326,326
1326,371
1326,824
1326,825
1326,787
1326,328
1326,419
1326,826
1326,116
1326,339
1326,827
1326,828
1326,829
1326,331
1326,596
1326,325
1326,830
1326,392
1326,250
1326,438
1326,831
1326,832
1326,320
1326,833
1044,756
1044,46
1044,66
1044,49
1044,11
1044,50
1044,55
1044,634
1044,45
1044,455
1044,51
1044,78
1044,10
1044,151
1044,160
1044,131
1044,834
1044,835
1044,836
1044,139
1044,162
1044,8
1044,779
1044,517
1044,837
1044,179
1044,672
1044,838
1044,30
1044,522
1044,288
1044,144
1044,839
1044,25
1044,72
1044,69
1044,143
1044,607
1044,797
1044,840
1044,841
1044,136
1044,13
1044,292
1044,842
1044,843
1044,113
1044,521
1044,844
1044,296
1044,845
1044,536
1044,370
1044,565
1044,609
1044,85
1044,120
1044,846
1044,847
1044,17
1044,431
1044,848
1044,166
1044,65
1044,849
1044,850
1044,851
1044,852
1044,853
1044,313
1044,664
1044,854
1044,535
1044,135
1044,159
1044,337
1044,127
1044,795
1044,152
1044,567
1044,105
1044,855
1044,856
1044,857
1044,638
1044,328
1044,858
1044,652
1044,99
1044,1
1044,512
1044,318
1044,100
1044,859
1044,860
1044,861
1044,862
1044,344
1044,350
1044,863
1044,864
1044,322
1044,333
1044,865
1044,866
1044,867
1044,392
1044,868
1044,89
1044,546
1044,441
1044,149
1044,9
1044,117
1044,869
1044,870
1044,286
1044,71
1044,525
1044,434
1044,706
1044,95
1044,683
1044,871
1044,872
1044,2
1044,873
1044,64
1044,306
1044,636
1044,874
1044,648
1044,73
1044,82
1044,21
1044,141
1044,435
1044,679
1044,524
1044,234
1044,26
1044,102
1044,875
1044,87
1044,876
1044,877
1044,878
1044,483
1044,879
1044,103
1044,165
1044,242
1044,274
1044,231
1044,802
1044,880
1044,19
1044,566
1044,881
1044,882
1044,883
1044,884
1044,22
1044,140
1044,264
1044,7
1044,885
1044,886
1044,241
1044,782
1044,887
1044,526
1044,294
1044,534
1044,280
1044,888
1044,889
1044,649
1044,890
1044,704
1044,891
1044,805
1044,331
1044,892
1044,893
1044,290
1044,513
1044,154
1044,15
1044,894
1044,597
1044,184
1044,70
1044,439
1044,815
1044,374
1044,568
1044,895
1044,516
1044,430
107,896
107,1
107,22
107,227
107,221
107,51
107,2
107,233
107,37
107,27
107,274
107,72
107,272
107,606
107,498
107,820
107,752
107,223
107,897
107,828
107,119
107,898
107,112
107,30
107,687
107,720
107,280
107,238
107,73
107,235
107,899
107,19
107,374
107,626
107,697
107,250
107,648
107,900
107,803
107,901
107,902
107,903
107,138
107,328
107,287
107,837
107,151
107,706
107,139
107,664
107,852
107,904
107,7
107,50
107,66
107,182
107,181
107,10
107,905
107,486
107,5
107,906
107,6
107,907
107,325
107,135
107,644
107,329
107,552
107,357
107,339
107,908
107,380
107,833
107,909
107,910
107,911
107,912
107,913
107,405
107,914
107,915
107,916
107,93
107,178
107,174
107,917
107,176
107,311
107,918
107,94
107,302
107,253
107,573
107,397
107,175
107,919
107,472
107,623
107,920
107,477
107,427
107,355
107,157
107,368
107,921
107,769
107,922
107,923
107,924
107,925
107,926
107,730
199,426
199,920
199,45
199,927
199,928
199,929
199,930
199,51
199,93
199,697
199,931
199,870
199,791
199,630
199,49
199,481
199,932
199,933
199,539
199,934
199,255
199,90
199,759
199,935
199,52
199,936
199,937
199,63
199,938
199,939
199,940
199,941
199,942
199,75
199,943
199,944
199,563
199,53
199,945
199,946
199,323
199,270
199,273
199,300
199,131
199,116
199,461
199,272
199,947
199,948
199,949
199,950
199,113
199,147
199,140
199,420
199,19
199,951
199,285
199,10
199,267
199,952
199,309
199,462
199,953
199,383
199,954
199,162
199,778
199,455
199,955
199,11
199,956
199,288
199,241
199,96
199,957
199,220
199,763
199,958
199,180
199,66
199,959
199,500
199,609
199,960
199,961
199,174
199,878
199,962
199,181
199,286
199,963
199,964
199,219
199,965
199,966
199,221
199,565
199,12
199,967
199,705
199,968
199,119
199,46
199,310
199,623
199,291
199,969
199,970
199,921
199,971
199,523
199,820
199,676
1689,972
1689,901
1689,973
1689,2
1689,974
1689,22
1689,975
1689,37
1689,626
1689,39
1689,43
1689,976
1689,977
1689,978
1689,51
1689,431
1689,170
1689,473
1689,226
1689,239
1689,719
1689,979
1689,980
1689,981
1689,454
1689,982
1689,236
1689,432
1689,983
1689,76
1689,476
1689,984
1689,225
1689,150
1689,715
1689,25
1689,985
1689,651
1689,986
1689,987
1689,29
1689,470
1689,988
1689,485
1689,577
1689,224
1689,41
1689,335
1689,36
1689,138
1689,242
1689,96
1689,100
1689,202
1689,95
1689,155
1689,436
1689,602
1689,766
1689,337
1689,104
1689,361
1689,158
1689,375
1689,540
1689,376
1689,989
1689,990
1689,677
1689,991
1689,774
1689,234
1689,255
1689,595
1689,494
1689,107
1689,992
1689,993
1689,994
1689,681
1689,995
1689,996
1689,997
1689,131
1689,805
1689,931
1689,907
1689,370
1689,498
1689,752
1689,266
1689,611
1689,61
1689,637
1689,606
1689,272
1689,135
1689,964
1689,30
1689,755
1689,27
1689,742
1689,72
1689,652
1689,698
1689,720
1689,326
1689,819
1689,23
1689,238
1689,274
1689,280
1689,88
1689,998
1689,136
1689,999
1689,339
1689,112
1689,116
1689,903
1689,94
1689,900
1689,1000
1689,98
1689,656
1689,253
1689,825
1689,1001
1689,291
1689,803
1689,397
1689,758
1689,237
1689,302
1689,727
1689,1002
1689,325
1689,1003
1689,728
1689,287
1689,386
1689,1004
1689,1005
1689,908
1689,1006
1689,1007
1689,1008
1689,1009
1689,1010
1689,921
1689,733
1689,678
1689,198
1689,704
1689,178
1689,896
1689,1011
1689,1012
1689,884
1689,1013
1689,459
1689,220
1689,35
1689,66
1689,14
1689,1014
1689,1015
1689,1016
1689,434
1689,1017
1689,841
1689,60
1689,565
1689,888
1689,608
1689,46
1689,1018
1689,307
1689,247
1689,609
1689,725
1689,1019
1689,622
1689,1020
1689,402
1689,1021
1689,785
1689,647
1689,119
1689,173
1689,223
1689,1022
1689,152
1689,1023
1689,340
1689,1024
1689,11
1689,144
1689,241
1689,55
1689,143
1689,522
1689,97
1689,229
1689,496
1689,64
1689,154
1689,638
1689,102
1689,252
1689,526
1689,336
1689,1025
1689,845
1689,166
1689,875
1689,103
1689,525
1689,153
1689,847
1689,1026
1689,512
1689,1027
1689,106
1689,159
1689,603
1689,756
1689,124
1689,557
1689,1028
1689,571
1689,1029
1689,605
1689,105
1689,1030
1689,1031
1689,1032
1689,157
1689,5
1689,1033
1689,265
1689,8
1689,634
1689,45
1689,165
1689,146
1689,74
1689,85
1689,956
1689,296
1689,145
1689,344
1689,435
1689,313
1689,687
1689,439
1689,567
1689,306
1689,527
1689,328
1689,736
1689,572
1689,365
1689,1034
1689,1035
1689,1036
1689,108
1689,330
1689,746
1689,1037
1689,1038
1689,461
1689,332
1689,140
1689,139
1689,120
1689,121
1689,147
1689,127
1689,686
1689,549
1689,530
1689,1039
1689,887
1689,1040
1689,1041
1689,1042
1689,959
1689,1043
1689,948
1689,546
1689,1044
1689,213
1689,1045
1689,680
1689,475
1689,353
1689,180
1689,507
1689,113
1689,1046
1689,38
1689,566
1694,601
1694,317
1694,119
1694,769
1694,1047
1694,30
1694,107
1694,1048
1694,816
1694,220
1694,93
1694,420
1694,63
1694,68
1694,223
1694,293
1694,295
1694,157
1694,919
1694,138
1694,94
1694,424
1694,166
1694,423
1694,901
1694,770
1694,921
1694,1003
1694,1049
1694,771
1694,737
1694,344
1694,253
1694,302
1694,383
1694,315
3807,302
3807,370
3807,94
3807,93
3807,178
3807,174
3807,697
3807,1050
3807,969
3807,620
3807,623
3807,166
3807,424
3807,921
3807,1
3807,311
3807,1051
3807,472
3807,427
3807,1003
3807,901
3807,1052
3807,477
3807,1049
3807,1053
3807,1054
3807,233
3807,277
3807,223
3807,196
3807,26
3807,246
3807,426
3807,898
3807,908
3807,158
3807,378
3807,181
3807,63
3807,1008
3807,315
3807,1055
3807,5
3807,1056
3807,234
3807,1057
3807,456
3807,37
3807,39
3807,289
3807,36
3807,597
3807,1058
3807,600
3807,383
3807,418
3059,28
3059,62
3059,1
3059,560
3059,8
3059,46
3059,66
3059,586
3059,1059
3059,631
3059,904
3059,1060
3059,25
3059,618
4302,1061
4302,94
4302,560
4302,630
4302,8
4302,457
4302,2
4302,46
4302,95
4302,294
4302,534
4302,265
4302,525
4302,22
4302,434
4302,523
4302,433
4302,337
4302,551
4302,530
4302,435
4302,100
4302,224
4302,432
4302,296
4302,526
4302,447
4302,439
4302,145
4302,535
4302,440
4302,553
4302,548
4302,349
4302,377
4302,485
4302,438
4302,451
4302,342
4302,533
4302,1062
4302,340
4302,695
4302,1063
4302,556
4302,346
4302,766
4302,691
4302,552
4302,321
4302,1064
4302,1065
4302,376
4302,1066
4302,1067
4302,677
4302,1068
4302,991
4302,1069
4302,71
4302,144
4302,522
4302,66
4302,143
4302,431
4302,549
4302,333
4302,242
4302,322
4302,602
4302,350
4302,1023
4302,206
4302,390
4302,1070
4302,148
4302,1071
4302,565
4302,139
4302,45
4302,146
4302,119
4302,636
4302,69
4302,142
4302,120
4302,102
4302,306
4302,140
4302,97
4302,799
4302,24
4302,687
4302,166
4302,568
4302,570
4302,153
4302,103
4302,573
4302,1072
4302,1073
4302,1027
4302,159
4302,344
4302,448
4302,1074
4302,1032
4302,709
4302,1075
4302,107
4302,804
4302,1076
4302,1034
4302,578
4302,446
4302,329
4302,359
4302,362
4302,562
4302,35
4302,50
4302,29
4302,275
4302,55
4302,51
4302,10
4302,173
4302,132
4302,135
4302,819
4302,316
4302,720
4302,644
4302,371
4302,637
4302,112
4302,822
4302,803
4302,136
4302,1077
4302,287
4302,364
4302,325
2240,94
2240,223
2240,325
2240,119
2240,398
2240,978
2240,1078
2240,275
2240,226
2240,475
2240,454
2240,981
2240,477
2240,478
2240,93
2240,25
2240,1079
2240,29
2240,224
2240,51
1084,46
1084,1080
1084,273
1084,219
1084,224
1084,107
1084,1081
1084,485
1084,489
1084,35
1084,45
1084,50
1084,9
1084,96
1084,95
1084,93
1084,610
1084,221
1084,55
1084,10
1084,143
1084,22
1084,1082
1084,548
1084,142
1084,498
1084,1083
1084,37
1084,8
1084,560
1084,118
1084,2
1084,131
1084,134
1084,830
1084,329
1084,264
1084,223
1084,836
1084,595
1084,295
1084,19
1084,27
1084,919
1084,23
1084,119
1084,174
1084,256
1084,274
1084,463
1084,286
1084,338
1084,1084
1084,3
1084,20
1084,449
1084,261
1084,599
1084,713
1084,598
1084,596
1084,593
1084,1085
1084,296
1084,32
1084,227
1084,345
1084,230
1084,577
1084,71
1084,522
1084,66
1084,100
1084,431
1084,435
1084,361
1084,544
1084,439
1084,602
1084,337
1084,438
1084,372
1084,451
1084,272
1084,173
1084,347
1084,1086
1084,25
1084,1087
1084,317
1084,368
1084,158
1084,1088
1084,170
1084,455
1084,1089
1084,319
1084,448
1084,711
1084,120
1084,1090
1084,446
1084,565
1084,124
1084,803
1084,121
1084,123
1084,442
1084,321
1084,260
1084,129
1084,218
1084,342
1084,352
1084,430
1084,1091
1084,620
1084,208
1084,311
1084,1092
1692,1093
1692,68
1692,865
1692,292
1692,310
1692,565
1692,995
1692,1094
1692,453
1692,697
1692,426
1692,173
1692,1090
1692,919
1692,91
1692,291
1692,606
1692,826
1692,297
1692,705
1692,172
1692,900
1692,921
1692,998
1692,369
1692,427
1692,1086
1692,425
1692,283
1692,1095
1692,302
1692,1096
1692,1097
1692,475
1692,1098
1692,1099
1692,1100
1692,879
1692,211
1692,409
1692,1101
1692,210
1692,1102
1692,1103
1692,1104
1692,833
1692,582
1692,920
1692,1105
1692,1106
1692,788
1692,29
1692,787
1692,676
1692,1107
1692,37
1692,832
1692,19
1692,1082
1692,2
1692,1108
1692,1109
1692,274
1692,1110
1692,720
1692,820
1692,656
1692,424
1692,742
1692,432
1692,73
1692,75
1692,1111
1692,1112
1692,443
1692,815
1692,649
1692,438
1692,825
1692,966
1692,700
1692,155
1692,901
1692,827
1692,304
1692,1113
1692,401
1692,386
1692,902
1692,1114
1692,1115
4153,9
4153,426
4153,35
4153,50
4153,184
4153,149
4153,634
4153,841
4153,6
4153,607
4153,63
4153,808
4153,179
4153,620
4153,939
4153,498
4153,174
167,9
167,1116
167,485
167,76
