	movie_emb_id	title	genre
218	219	Castle Freak (1995)	Horror
219	221	Circle of Friends (1995)	Drama|Romance
220	222	Clerks (1994)	Comedy
221	223	Don Juan DeMarco (1995)	Comedy|Drama|Romance
222	224	Disclosure (1994)	Drama|Thriller
223	225	Dream Man (1995)	Thriller
224	226	Drop Zone (1994)	Action
225	227	Destiny Turns on the Radio (1995)	Comedy
226	228	Death and the Maiden (1994)	Drama|Thriller
227	229	Dolores Claiborne (1994)	Drama|Thriller
228	230	Dumb & Dumber (1994)	Comedy
229	231	Eat Drink Man Woman (1994)	Comedy|Drama
230	232	Exotica (1994)	Drama
231	233	Exit to Eden (1994)	Comedy
232	234	Ed Wood (1994)	Comedy|Drama
233	235	French Kiss (1995)	Comedy|Romance
234	236	Forget Paris (1995)	Comedy|Romance
235	237	Far From Home: The Adventures of Yellow Dog (1995)	Adventure|Children's
236	238	Goofy Movie, A (1995)	Animation|Children's|Comedy|Romance
237	239	Hideaway (1995)	Thriller
238	240	Fluke (1995)	Children's|Drama
239	241	Farinelli: il castrato (1994)	Drama|Musical
240	242	Gordy (1995)	Comedy
241	243	Gumby: The Movie (1995)	Animation|Children's
242	244	Glass Shield, The (1994)	Crime|Drama
243	245	Hoop Dreams (1994)	Documentary
244	246	Heavenly Creatures (1994)	Drama|Fantasy|Romance|Thriller
245	247	Houseguest (1994)	Comedy
246	248	Immortal Beloved (1994)	Drama|Romance
247	249	Heavyweights (1994)	Children's|Comedy
248	250	Hunted, The (1995)	Action
249	251	I.Q. (1994)	Comedy|Romance
250	252	Interview with the Vampire (1994)	Drama|Horror
251	253	Jefferson in Paris (1995)	Drama
252	254	Jerky Boys, The (1994)	Comedy
253	255	Junior (1994)	Comedy|Sci-Fi
254	256	Just Cause (1995)	Mystery|Thriller
255	257	Kid in King Arthur's Court, A (1995)	Adventure|Children's|Comedy|Fantasy|Romance
256	258	Kiss of Death (1995)	Crime|Drama|Thriller
257	259	Star Wars: Episode IV - A New Hope (1977)	Action|Adventure|Fantasy|Sci-Fi
258	260	Little Women (1994)	Drama
259	261	Little Princess, A (1995)	Children's|Drama
260	262	Ladybird Ladybird (1994)	Drama
261	263	Enfer, L' (1994)	Drama
262	264	Like Water for Chocolate (Como agua para chocolate) (1992)	Drama|Romance
263	265	Legends of the Fall (1994)	Drama|Romance|War|Western
264	266	Major Payne (1994)	Comedy
265	267	Little Odessa (1994)	Drama
266	268	My Crazy Life (Mi vida loca) (1993)	Drama
267	269	Love Affair (1994)	Drama|Romance
268	270	Losing Isaiah (1995)	Drama
269	271	Madness of King George, The (1994)	Drama
270	272	Mary Shelley's Frankenstein (1994)	Drama|Horror
271	273	Man of the House (1995)	Comedy
272	274	Mixed Nuts (1994)	Comedy
273	275	Milk Money (1994)	Comedy|Romance
274	276	Miracle on 34th Street (1994)	Drama
275	277	Miami Rhapsody (1995)	Comedy
276	278	My Family (1995)	Drama
277	279	Murder in the First (1995)	Drama|Thriller
278	280	Nobody's Fool (1994)	Drama
279	281	Nell (1994)	Drama
280	282	New Jersey Drive (1995)	Crime|Drama
281	283	New York Cop (1996)	Action|Crime
282	284	Beyond Bedlam (1993)	Drama|Horror
283	285	Nemesis 2: Nebula (1995)	Action|Sci-Fi|Thriller
284	286	Nina Takes a Lover (1994)	Comedy|Romance
285	287	Natural Born Killers (1994)	Action|Thriller
286	288	Only You (1994)	Comedy|Romance
287	289	Once Were Warriors (1994)	Crime|Drama
288	290	Poison Ivy II (1995)	Thriller
289	291	Outbreak (1995)	Action|Drama|Thriller
290	292	Professional, The (a.k.a. Leon: The Professional) (1994)	Crime|Drama|Romance|Thriller
291	293	Perez Family, The (1995)	Comedy|Romance
292	294	Pyromaniac's Love Story, A (1995)	Comedy|Romance
293	295	Pulp Fiction (1994)	Crime|Drama
294	296	Panther (1995)	Drama
295	297	Pushing Hands (1992)	Comedy
296	298	Priest (1994)	Drama
297	299	Quiz Show (1994)	Drama
298	300	Picture Bride (1995)	Drama|Romance
299	301	Queen Margot (La Reine Margot) (1994)	Drama|Romance
300	302	Quick and the Dead, The (1995)	Action|Adventure|Western
301	303	Roommates (1995)	Comedy|Drama
302	304	Ready to Wear (Pret-A-Porter) (1994)	Comedy
303	305	Three Colors: Red (1994)	Drama
304	306	Three Colors: Blue (1993)	Drama
305	307	Three Colors: White (1994)	Drama
306	308	Red Firecracker, Green Firecracker (1994)	Drama
307	309	Rent-a-Kid (1995)	Comedy
308	310	Relative Fear (1994)	Horror|Thriller
309	311	Stuart Saves His Family (1995)	Comedy
310	312	Swan Princess, The (1994)	Animation|Children's
311	313	Secret of Roan Inish, The (1994)	Drama
312	314	Specialist, The (1994)	Action
313	315	Stargate (1994)	Action|Adventure|Sci-Fi
314	316	Santa Clause, The (1994)	Children's|Comedy|Fantasy
315	317	Shawshank Redemption, The (1994)	Drama
316	318	Shallow Grave (1994)	Thriller
317	319	Suture (1993)	Film-Noir|Thriller
318	320	Strawberry and Chocolate (Fresa y chocolate) (1993)	Drama
319	321	Swimming with Sharks (1995)	Comedy|Drama
320	323	Sum of Us, The (1994)	Comedy
321	324	National Lampoon's Senior Trip (1995)	Comedy
322	325	To Live (Huozhe) (1994)	Drama
323	326	Tank Girl (1995)	Action|Comedy|Musical|Sci-Fi
324	327	Tales From the Crypt Presents: Demon Knight (1995)	Horror
325	328	Star Trek: Generations (1994)	Action|Adventure|Sci-Fi
326	329	Tales from the Hood (1995)	Comedy|Horror
327	330	Tom & Viv (1994)	Drama
328	331	Village of the Damned (1995)	Horror|Sci-Fi
329	332	Tommy Boy (1995)	Comedy
330	333	Vanya on 42nd Street (1994)	Drama
331	334	Underneath, The (1995)	Mystery|Thriller
332	335	Walking Dead, The (1995)	Drama|War
333	336	What's Eating Gilbert Grape (1993)	Drama
334	337	Virtuosity (1995)	Sci-Fi|Thriller
335	338	While You Were Sleeping (1995)	Comedy|Romance
336	339	War, The (1994)	Adventure|Drama
337	340	Double Happiness (1994)	Drama
338	341	Muriel's Wedding (1994)	Comedy|Romance
339	342	Baby-Sitters Club, The (1995)	Children's
340	343	Ace Ventura: Pet Detective (1994)	Comedy
341	344	Adventures of Priscilla, Queen of the Desert, The (1994)	Comedy|Drama
342	345	Backbeat (1993)	Drama|Musical
343	346	Bitter Moon (1992)	Drama
344	347	Bullets Over Broadway (1994)	Comedy
345	348	Clear and Present Danger (1994)	Action|Adventure|Thriller
346	349	Client, The (1994)	Drama|Mystery|Thriller
347	350	Corrina, Corrina (1994)	Comedy|Drama|Romance
348	351	Crooklyn (1994)	Comedy
349	352	Crow, The (1994)	Action|Romance|Thriller
350	353	Cobb (1994)	Drama
351	354	Flintstones, The (1994)	Children's|Comedy
352	355	Forrest Gump (1994)	Comedy|Romance|War
353	356	Four Weddings and a Funeral (1994)	Comedy|Romance
354	357	Higher Learning (1995)	Drama
355	358	I Like It Like That (1994)	Comedy|Drama|Romance
356	359	I Love Trouble (1994)	Action|Comedy
357	360	It Could Happen to You (1994)	Drama|Romance
358	361	Jungle Book, The (1994)	Adventure|Children's|Romance
359	362	Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)	Documentary
360	363	Lion King, The (1994)	Animation|Children's|Musical
361	364	Little Buddha (1993)	Drama
362	365	Wes Craven's New Nightmare (1994)	Horror
363	366	Mask, The (1994)	Comedy|Crime|Fantasy
364	367	Maverick (1994)	Action|Comedy|Western
365	368	Mrs. Parker and the Vicious Circle (1994)	Drama
366	369	Naked Gun 33 1/3: The Final Insult (1994)	Comedy
367	370	Paper, The (1994)	Comedy|Drama
368	371	Reality Bites (1994)	Comedy|Drama
369	372	Red Rock West (1992)	Thriller
370	373	Richie Rich (1994)	Children's|Comedy
371	374	Safe Passage (1994)	Drama
372	375	River Wild, The (1994)	Action|Thriller
373	376	Speed (1994)	Action|Romance|Thriller
374	377	Speechless (1994)	Comedy|Romance
375	378	Timecop (1994)	Action|Sci-Fi
376	379	True Lies (1994)	Action|Adventure|Comedy|Romance
377	380	When a Man Loves a Woman (1994)	Drama
378	381	Wolf (1994)	Drama|Horror
379	382	Wyatt Earp (1994)	Western
380	383	Bad Company (1995)	Action
381	384	Man of No Importance, A (1994)	Drama
382	385	S.F.W. (1994)	Drama
383	386	Low Down Dirty Shame, A (1994)	Action|Comedy
384	387	Boys Life (1995)	Drama
385	388	Colonel Chabert, Le (1994)	Drama|Romance|War
386	389	Faster Pussycat! Kill! Kill! (1965)	Action|Comedy|Drama
387	390	Jason's Lyric (1994)	Crime|Drama
388	391	Secret Adventures of Tom Thumb, The (1993)	Adventure|Children's
389	392	Street Fighter (1994)	Action
390	393	Coldblooded (1995)	Action
391	394	Desert Winds (1995)	Drama
392	395	Fall Time (1995)	Drama
393	396	Fear, The (1995)	Horror
394	397	Frank and Ollie (1995)	Documentary
395	398	Girl in the Cadillac (1995)	Drama
396	399	Homage (1995)	Drama
397	400	Mirage (1995)	Action|Thriller
398	401	Open Season (1996)	Comedy
399	402	Two Crimes (1995)	Comedy|Crime|Drama
400	403	Brother Minister: The Assassination of Malcolm X (1994)	Documentary
401	404	Highlander III: The Sorcerer (1994)	Action|Sci-Fi
402	405	Federal Hill (1994)	Drama
403	406	In the Mouth of Madness (1995)	Horror|Thriller
404	407	8 Seconds (1994)	Drama
405	408	Above the Rim (1994)	Drama
406	409	Addams Family Values (1993)	Comedy
407	410	You So Crazy (1994)	Comedy
408	411	Age of Innocence, The (1993)	Drama
409	412	Airheads (1994)	Comedy
410	413	Air Up There, The (1994)	Comedy
411	414	Another Stakeout (1993)	Comedy|Thriller
412	415	Bad Girls (1994)	Western
413	416	Barcelona (1994)	Comedy|Romance
414	417	Being Human (1993)	Drama
415	418	Beverly Hillbillies, The (1993)	Comedy
416	419	Beverly Hills Cop III (1994)	Action|Comedy
417	420	Black Beauty (1994)	Adventure|Children's
418	421	Blink (1994)	Thriller
419	422	Blown Away (1994)	Action|Thriller
420	423	Blue Chips (1994)	Drama
421	424	Blue Sky (1994)	Drama|Romance
422	425	Body Snatchers (1993)	Horror|Sci-Fi|Thriller
423	426	Boxing Helena (1993)	Mystery|Romance|Thriller
424	427	Bronx Tale, A (1993)	Drama
425	428	Cabin Boy (1994)	Comedy
426	429	Calendar Girl (1993)	Drama
427	430	Carlito's Way (1993)	Crime|Drama
428	431	City Slickers II: The Legend of Curly's Gold (1994)	Comedy|Western
429	432	Clean Slate (1994)	Comedy
430	433	Cliffhanger (1993)	Action|Adventure|Crime
431	434	Coneheads (1993)	Comedy|Sci-Fi
432	435	Color of Night (1994)	Drama|Thriller
433	436	Cops and Robbersons (1994)	Comedy
434	437	Cowboy Way, The (1994)	Action|Comedy
435	438	Dangerous Game (1993)	Drama
436	439	Dave (1993)	Comedy|Romance
437	440	Dazed and Confused (1993)	Comedy
438	441	Demolition Man (1993)	Action|Sci-Fi
439	442	Endless Summer 2, The (1994)	Documentary
440	443	Even Cowgirls Get the Blues (1993)	Comedy|Romance
441	444	Fatal Instinct (1993)	Comedy
442	445	Farewell My Concubine (1993)	Drama|Romance
443	446	Favor, The (1994)	Comedy|Romance
444	447	Fearless (1993)	Drama
445	448	Fear of a Black Hat (1993)	Comedy
446	449	With Honors (1994)	Comedy|Drama
447	450	Flesh and Bone (1993)	Drama|Mystery|Romance
448	451	Widows' Peak (1994)	Drama
449	452	For Love or Money (1993)	Comedy
450	453	Firm, The (1993)	Drama|Thriller
451	454	Free Willy (1993)	Adventure|Children's|Drama
452	455	Fresh (1994)	Drama
453	456	Fugitive, The (1993)	Action|Thriller
454	457	Geronimo: An American Legend (1993)	Drama|Western
455	458	Getaway, The (1994)	Action
456	459	Getting Even with Dad (1994)	Comedy
457	460	Go Fish (1994)	Drama|Romance
458	461	Good Man in Africa, A (1994)	Action|Adventure
459	462	Guilty as Sin (1993)	Crime|Drama|Thriller
460	463	Hard Target (1993)	Action|Adventure|Crime|Thriller
461	464	Heaven & Earth (1993)	Action|Drama|War
462	465	Hot Shots! Part Deux (1993)	Action|Comedy|War
463	466	Live Nude Girls (1995)	Comedy
464	467	Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)	Comedy|Romance
465	468	House of the Spirits, The (1993)	Drama|Romance
466	469	House Party 3 (1994)	Comedy
467	470	Hudsucker Proxy, The (1994)	Comedy|Romance
468	471	I'll Do Anything (1994)	Comedy|Drama
469	472	In the Army Now (1994)	Comedy|War
470	473	In the Line of Fire (1993)	Action|Thriller
471	474	In the Name of the Father (1993)	Drama
472	475	Inkwell, The (1994)	Comedy|Drama
473	476	What's Love Got to Do with It? (1993)	Drama
474	477	Jimmy Hollywood (1994)	Comedy
475	478	Judgment Night (1993)	Action
476	479	Jurassic Park (1993)	Action|Adventure|Sci-Fi
477	480	Kalifornia (1993)	Drama|Thriller
478	481	Killing Zoe (1994)	Thriller
479	482	King of the Hill (1993)	Drama
480	483	Lassie (1994)	Adventure|Children's
481	484	Last Action Hero (1993)	Action|Comedy
482	485	Life with Mikey (1993)	Comedy
483	486	Lightning Jack (1994)	Comedy|Western
484	487	M. Butterfly (1993)	Drama
485	488	Made in America (1993)	Comedy
486	489	Malice (1993)	Thriller
487	490	Man Without a Face, The (1993)	Drama
488	491	Manhattan Murder Mystery (1993)	Comedy|Mystery
489	492	Menace II Society (1993)	Action|Crime|Drama
490	493	Executive Decision (1996)	Action|Thriller
491	494	In the Realm of the Senses (Ai no corrida) (1976)	Drama
492	495	What Happened Was... (1994)	Comedy|Drama|Romance
493	496	Much Ado About Nothing (1993)	Comedy|Romance
494	497	Mr. Jones (1993)	Drama|Romance
495	498	Mr. Wonderful (1993)	Comedy|Romance
496	499	Mrs. Doubtfire (1993)	Comedy
497	500	Naked (1993)	Drama
498	501	Next Karate Kid, The (1994)	Action|Children's
499	502	New Age, The (1994)	Drama
500	503	No Escape (1994)	Action|Sci-Fi
501	504	North (1994)	Comedy
502	505	Orlando (1993)	Drama
503	506	Perfect World, A (1993)	Action|Drama
504	507	Philadelphia (1993)	Drama
505	508	Piano, The (1993)	Drama|Romance
506	509	Poetic Justice (1993)	Drama
507	510	Program, The (1993)	Action|Drama
508	511	Robert A. Heinlein's The Puppet Masters (1994)	Horror|Sci-Fi
509	512	Radioland Murders (1994)	Comedy|Mystery|Romance
510	513	Ref, The (1994)	Comedy
511	514	Remains of the Day, The (1993)	Drama
512	515	Renaissance Man (1994)	Comedy|Drama|War
513	516	Rising Sun (1993)	Action|Drama|Mystery
514	517	Road to Wellville, The (1994)	Comedy
515	518	Robocop 3 (1993)	Sci-Fi|Thriller
516	519	Robin Hood: Men in Tights (1993)	Comedy
517	520	Romeo Is Bleeding (1993)	Crime|Thriller
518	521	Romper Stomper (1992)	Action|Drama
519	522	Ruby in Paradise (1993)	Drama
520	523	Rudy (1993)	Drama
521	524	Saint of Fort Washington, The (1993)	Drama
522	525	Savage Nights (Nuits fauves, Les) (1992)	Drama
523	526	Schindler's List (1993)	Drama|War
524	527	Scout, The (1994)	Drama
525	528	Searching for Bobby Fischer (1993)	Drama
526	529	Second Best (1994)	Drama
527	530	Secret Garden, The (1993)	Children's|Drama
528	531	Serial Mom (1994)	Comedy|Crime|Horror
529	532	Shadow, The (1994)	Action
530	533	Shadowlands (1993)	Drama|Romance
531	534	Short Cuts (1993)	Drama
532	535	Simple Twist of Fate, A (1994)	Drama
533	536	Sirens (1994)	Comedy|Drama
534	537	Six Degrees of Separation (1993)	Drama
535	538	Sleepless in Seattle (1993)	Comedy|Romance
536	539	Sliver (1993)	Thriller
537	540	Blade Runner (1982)	Film-Noir|Sci-Fi
538	541	Son in Law (1993)	Comedy
539	542	So I Married an Axe Murderer (1993)	Comedy|Romance|Thriller
540	543	Striking Distance (1993)	Action
541	544	Harlem (1993)	Drama
542	545	Super Mario Bros. (1993)	Action|Adventure|Children's|Sci-Fi
543	546	Surviving the Game (1994)	Action|Adventure|Thriller
544	547	Terminal Velocity (1994)	Action
545	548	Thirty-Two Short Films About Glenn Gould (1993)	Documentary
546	549	Threesome (1994)	Comedy|Romance
547	550	Nightmare Before Christmas, The (1993)	Children's|Comedy|Musical
548	551	Three Musketeers, The (1993)	Action|Adventure|Comedy
549	552	Tombstone (1993)	Western
550	553	Trial by Jury (1994)	Thriller
551	554	True Romance (1993)	Action|Crime|Romance
552	555	War Room, The (1993)	Documentary
553	556	Mamma Roma (1962)	Drama
554	557	Pagemaster, The (1994)	Action|Adventure|Animation|Children's|Fantasy
555	558	Paris, France (1993)	Comedy
556	559	Beans of Egypt, Maine, The (1994)	Drama
557	560	Killer (Bulletproof Heart) (1994)	Thriller
558	561	Welcome to the Dollhouse (1995)	Comedy|Drama
559	562	Germinal (1993)	Drama
560	563	Chasers (1994)	Comedy
561	564	Cronos (1992)	Horror
562	565	Naked in New York (1994)	Comedy|Romance
563	566	Kika (1993)	Drama
564	567	Bhaji on the Beach (1993)	Comedy|Drama
565	568	Little Big League (1994)	Children's|Comedy
566	569	Slingshot, The (Kådisbellan ) (1993)	Comedy|Drama
567	570	Wedding Gift, The (1994)	Drama
568	571	Foreign Student (1994)	Drama
